source,date,URL,title,fulltext,description
Al Jazeera English,18-November-2019,https://www.aljazeera.com/news/2019/11/china-calls-stop-flexing-muscles-south-china-sea-191118042507381.html,"China calls on US to ""stop flexing muscles"" in South China Sea","Chian claims nearly all of the disputed sea where it has built military installations on artificial islands.China on Monday called on the United States to stop flexing its muscles in the South China Sea and to avoid adding ""new uncertainties"" over Taiwan, during high-level talks that highlighted the tension between the world's two major powers.The remarks by Chinese Defence Minister Wei Fenghe to US Defense Secretary Mark Esper, recounted by a Chinese spokesman, came just two weeks after a top White House official denounced Chinese ""intimidation"" in the crucial waterway.It also came a day after Esper publicly accused Beijing of ""increasingly resorting to coercion and intimidation to advance its strategic objectives"" in the region.During closed-door talks on the sidelines of a gathering of defence ministers in Bangkok, Wei urged Esper to ""stop flexing muscles in the South China Sea and to not provoke and escalate tensions in the South China Sea,"" the spokesman Wu Qian said.China claims almost all the energy-rich waters of the South China Sea, where it has built artificial islands to establish military outposts. Brunei, Malaysia, the Philippines, Taiwan and Vietnam also have claims to parts of the sea.The US accuses China of marshalling its military to convene in the South China Sea and trying to intimidate Asian neighbours.China is upset by so-called ""freedom of navigation"" operations by US ships in the disputed seas. Asked specifically what Wei sought for the United States to do differently, and whether that included halting such freedom of navigation operations, Wu said: ""We (call on) the US side to stop intervening in the South China Sea and stop military provocation in the South China Sea.""Just as @iingwen names her running mate & the campaign shifts into high gear, #PLA sends its new 002 aircraft carrier battle group into the #TaiwanStrait. #PRC intends to intervene in #Taiwan's elections. Voters won't be intimidated! They'll say NO to #China at the ballot box. JWThe two men also discussed Taiwan, a democratic self-ruled island that China claims as its own, as China confirmed on Monday that its first domestically-built aircraft carrier had sailed through the Taiwan Strait in what it said was ""routine"" training.Taiwan's defence ministry said on Sunday a group of Chinese vessels led by the carrier passed through the sensitive strait tailed by ships from the US and Japan.The carrier, which was launched in 2017, crossed the sensitive waters on Sunday before entering the South China Sea for ""scientific research tests and routine training"", navy spokesman Cheng Dewei said on an official social media account. Cheng said it was ""normal practice"" for carriers that are under construction to conduct cross-regional tests. ""It is not aimed at any specific target and has nothing to do with the current situation,"" Cheng said without elaborating.It did not mention the US and Japanese ships.Taiwan has accused the mainland, which considers the democratically-ruled island a wayward province, of intimidation ahead of January's presidential election.
            SOURCE:
            News agencies
					© 2019 Al Jazeera Media Network
	 AdvertisementAdvertisementAdvertisement",Chian claims nearly all of the disputed sea where it has built military installations on artificial islands.
Yahoo.com,23-November-2019,https://news.yahoo.com/self-confessed-chinese-spy-spills-045237789.html,Self-confessed Chinese spy spills secrets in Australia,"PERTH, Australia (AP) — A self-confessed Chinese spy has given Australia's counterespionage agency inside intelligence on how Beijing conducts its interference operations abroad and revealed the identities of China’s senior military intelligence officers in Hong Kong, media reported.Australian Treasurer Josh Frydenberg told reporters Saturday that the detailed accusations of China infiltrating and disrupting democratic systems in Australia, Hong Kong and Taiwan are “very disturbing.”The Nine network newspapers reported that Chinese defector Wang ""William"" Liqiang told ASIO — the country’s counterespionage agency — that he was involved in the kidnapping in 2015 of one of five Hong Kong booksellers suspected of selling dissident materials. The incident has been a reference point for protesters during the ongoing unrest in Hong Kong.He would be the first Chinese intelligence operative to blow his cover.“I have personally been involved and participated in a series of espionage activities,” Wang reportedly said in a sworn statement to ASIO in October.He revealed that he was part of a Hong Kong-based investment firm that was a front for the Chinese government to conduct political and economic espionage in Hong Kong, including infiltrating universities and directing harassment and cyberattacks against dissidents.Using a South Korean passport, Wang said he meddled in Taiwan’s 2018 municipal elections and claimed there were plans to disrupt the democratic self-ruled island’s presidential election in January.He said he helped funnel around 20 million yuan ($2.8 million) of campaign donations to Han Kuo-yu, mayor of the Taiwanese port city of Kaohsiung and a presidential candidate who has vowed to make peace with China.Han vehemently denied the allegations in a statement released by his campaign.“Forget about 20 million yuan,” Han said. “I would resign as Kaohsiung mayor if I had taken even 1 yuan from the Communist Party.”Communist Party-ruled China claims Taiwan as its territory to be reunited by force if necessary.Wang said he faced detention and possible execution if he returned to China.He said he currently was living in Sydney with his wife and infant son on a tourist visa and had requested political asylum.Australia’s Home Affairs Department told The Associated Press that it does not comment on individual cases.“The purpose of protection visas is to safeguard people who cannot return to their home country due to a well-founded fear of persecution or risk of harm,” a spokesperson said. “Each case is assessed on its merits.”In Beijing, China’s Foreign Ministry did not respond Saturday to a faxed request for comment on Wang.In Hong Kong, calls to the China Innovation Investment Limited office went unanswered Saturday. The company was identified by Wang as a front for Chinese intelligence operations in the city.According to its website, CIIL is an investment holding company incorporated in the Cayman Islands in February 2002 and listed on Hong Kong’s stock exchange in August the same year. It has investments in several companies in Hong Kong and China that are involved in energy storage products, lightning products, energy saving and media terminals.Resource-rich Australia relies on China for one-third of its export earnings, but relations have been frosty for some time.The Australian government has been trying to neutralize China's influence by banning foreign political donations and all covert foreign interference in domestic politics.""These are very disturbing reports,” Frydenberg said. “The matter is now in the hands of the appropriate law enforcement agencies.”“The government makes no apologies for the strong measures that we've taken to ensure that we have foreign interference laws in place,” he added. “We will always stand up for our national interest whether it's on matters of foreign policy, foreign investments or other related issues.”Former ASIO boss Duncan Lewis warned Friday that the Chinese government was seeking a “takeover” of Australia's political system.Prime Minister Scott Morrison dismissed such concerns, saying that national intelligence agencies were on top of any threats.Last week, Liberal Party members Sen. James Paterson and Rep. Andrew Hastie said they had been barred entry to China for a study trip because of their criticism of the Chinese government.___Associated Press writers Eileen Ng in Hong Kong and Yanan Wang in Beijing contributed to this report.","A self-confessed Chinese spy has given Australia's counterespionage agency inside intelligence on how Beijing conducts its interference operations abroad and revealed the identities of China’s senior military intelligence officers in Hong Kong, media reported…"
Reuters,07-November-2019,https://www.reuters.com/article/us-taiwan-diplomacy-china-idUSKBN1XH0H5,Taiwan warns of possible attack if China's slowdown 'becomes serious',"5 Min ReadTAIPEI (Reuters) - Beijing could resort to military conflict with self-ruled Taiwan to divert domestic pressure if a slowdown in the world’s second largest economy amid trade war threatens the legitimacy of the Chinese Communist Party, the island’s foreign minister has said. As Taiwan’s presidential elections approach in January, China has stepped up a campaign to “reunify” with what it considers a wayward province, wooing away the island’s few diplomatic allies and flying regular bomber patrols around it.   In an interview with Reuters, Taiwan’s Foreign Minister Joseph Wu drew attention to China’s slowing economy amid its bitter trade war with the United States.  “If the internal stability is a very serious issue, or economic slowdown has become a very serious issue for the top leaders to deal with, that is the occasion that we need to be very careful,” Wu said on Wednesday. “We need to prepare ourselves for the worst situation to come...military conflict.” China’s economy, though still growing, is expected to slow to a near 30-year low this year, underscoring a stiff challenge for Beijing in stepping up stimulus to keep up growth that has been fundamental to the Communist Party’s political legitimacy.  Wu said the economic situation in China was “OK” at the moment, but urged other countries to watch for what he saw as problems there, such as unemployment and popular discontent.      “Perhaps Xi Jinping himself is called into question of his legitimacy, by not being able to keep the Chinese economy growing,” Wu said, referring to China’s president. “This is a factor that might cause the Chinese leaders to decide to take an external action to divert domestic attention.” China’s growing military aggression in the region has become a “very serious” source of tension, Wu said, affecting many countries, but added that Taiwan was trying whatever it could to ensure peace across the Strait. “We certainly hope that Taiwan and China could live peacefully together, but we also see there are problems caused by China, and we will try to deal with it.”   Taiwan has lost seven diplomatic allies to China since President Tsai Ing-wen took office in 2016. Beijing suspects Tsai of pushing for the island’s formal independence, which Xi has warned would lead to a “grave disaster”. Tsai has repeatedly said she will not change the status quo.  Months-long anti-government protests in Hong Kong have provided a lesson for Taiwan, said Wu, who has been a vocal supporter of democracy in the Asian financial hub.  The protests in the former British colony have posed the biggest populist challenge to Xi since he came to power in 2012. “People here understand that there’s something wrong (with)the way the ‘one country, two systems’ model is run in Hong Kong...Taiwan people don’t like to be in the same situation,” Wu said.  Beijing has repeatedly proposed to rule Taiwan under a “one country, two systems” formula similar to that prevailing in Hong Kong, guaranteeing certain freedoms, but the island has shown no interest in being run by autocratic China. Wu vowed to help Hong Kong people “striving for freedom and democracy”, promising that, if needed, Taiwan would “provide some assistance to them on an individual basis”. He did not elaborate, except for saying Taiwan would not intervene in the protests. Wu, who described his post as “the most difficult ministerial job in the world,” has seen five countries switch diplomatic ties to China, whose complaints also drove many global firms to alter their descriptions of Taiwan. “Acknowledging that Taiwan is part of China in exchange for some diplomatic space - I believe such a condition is unacceptable,” Wu said. “Taiwan’s diplomacy shouldn’t be outsourced to China.” China could snatch more of Taiwan’s remaining 15 diplomatic allies, Wu added, in a bid to influence the elections, at which Tsai is seeking re-election. “We are working closely with the United States and other like-minded countries to make sure the switch of diplomatic relations doesn’t happen again.” Washington has no formal ties with Taiwan but is bound by law to help defend it. Reporting by Yimou Lee and Fabian Hamacher; Editing by Clarence FernandezAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.","Beijing could resort to military conflict with self-ruled Taiwan to divert domestic pressure if a slowdown in the world's second largest economy amid trade war threatens the legitimacy of the Chinese Communist Party, the island's foreign minister has said."
Reuters,05-November-2019,https://www.reuters.com/article/us-china-taiwan-idUSKBN1XF1HG,China says will 'fully respect' Taiwan's way of life,"3 Min ReadBEIJING/TAIPEI (Reuters) - China will “fully respect” Taiwan’s way of life and social system once it has been “peacefully reunified”, as long as national security is protected, the ruling Communist Party said on Tuesday, in another overture to the self-ruled island. China claims democratic Taiwan as its own and has stepped up pressure on the strategically located island since President Tsai Ing-wen assumed office in 2016, fearing she wishes to push for its formal independence, a red line for Beijing. Taiwan, which holds presidential elections in January, has shown no interest in being run by autocratic China. In a statement on the decisions reached at a key meeting of the party’s leadership last week known as a plenum, the party said it would firmly push for the country’s “peaceful reunification” and “promote institutional arrangements for peaceful development”. “Under the premise of ensuring national sovereignty, security, and development interests, after peaceful reunification, the social system and way of life of Taiwan compatriots will be fully respected,” it said. “Private property, religious beliefs, and legitimate rights and interests of Taiwan compatriots will be fully protected.” China has not explained how Taiwan’s democracy may be allowed to continue if it takes control of the island. On Monday, China unveiled measures to further open its markets to firms from self-ruled Taiwan, including raising capital, and to make life easier for people from Taiwan both in China and abroad, including offering them consular protection. Taiwan responded by warning its people not to be taken in by China’s efforts at “enticement” ahead of the election. Tsai said earlier on Tuesday that China was trying to influence the election and force it to accept “one country, two systems”, referring to the high degree of autonomy China says it grants unrest-racked Hong Kong and wants Taiwan to eventually accept. “There is only one answer to this - impossible,” Tsai said. Taiwan’s Foreign Ministry also weighed in. “Taiwan is a sovereign nation. The consular affairs we offer our citizens do not concern the PRC and we do not require them to act in our stead,” it said on its Facebook page, referring to China’s official name, the People’s Republic of China.  China translates the word “tong yi” as “reunification”, but it can also be translated as “unification”, a term in English preferred by supporters of Taiwan independence who point out that Beijing’s Communist government has never ruled Taiwan and so it cannot be “reunified”. Reporting by Ben Blanchard and Yimou Lee, Editing by William MacleanAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.","China will ""fully respect"" Taiwan's way of life and social system once it has been ""peacefully reunified"", as long as national security is protected, the ruling Communist Party said on Tuesday, in another overture to the self-ruled island."
Al Jazeera English,22-November-2019,https://www.aljazeera.com/news/2019/11/china-boycott-boosts-oscars-chinese-language-cinema-191122061502692.html,China boycott boosts â€˜Oscarsâ€™ of Chinese-language cinema,"Experts say China withdrawal from Golden Horse Awards has raised the annual event's international profile.Taipei, Taiwan – The leading lights of the Chinese-language film industry will take to the stage in Taiwan on Saturday night for the annual Golden Horse Awards but mainland Chinese filmmakers will be absent after the country boycotted the event amid simmering cross-strait tensions.The 56th awards, named after two Taiwanese-controlled islands and dubbed the ‘Oscars’ of Chinese-language film, will be announced in Taipei on November 23. Oscar-winning film director Ang Lee is, once again, chairing the festival. While the mainland will be unrepresented and a major sponsor has pulled out, movie experts say the ceremony itself could still benefit.Chris Berry, professor of film studies at King’s College London, who has studied Chinese and East Asian cinema and screen cultures, said that the ban would mean the awards would get “even more attention than usual” going well beyond those with a special interest in Chinese film.“It's a worldwide news item, a whole new set of people will be interested,” Berry told Al Jazeera.Relations between Taiwan and mainland China, which sees the island as its own, have deteriorated as the democratic island prepares for elections in January and China asserts its claims over the South China Sea. Protracted protests in support of democracy in Hong Kong have also darkened the political mood.The Golden Horse Awards were started in 1962 to encourage Hong Kong filmmakers to produce Mandarin-speaking features as a means of supporting the Nationalists, who had established a government on Taiwan (known officially as the Republic of China) after the Communists won the civil war in 1949, said Daw-Ming Lee, director of the MFA in film, television and digital media at the Hong Kong Baptist University’s Academy of Film.But when films began to be recognised for their artistic achievements and creativity, and the event was opened to all Chinese-language filmmakers in the mid-1990s, the ceremony acquired increasing significance for the industry.“The Golden Horse Awards certainly is well-known to all cinéastes of Chinese-speaking films around the globe,” Lee said. “It has put Taiwan on the world's cinema map.”In last year’s ceremony, Chinese drama film An Elephant Sitting Still directed by the late Hu Bo won “Best Feature Film” while veteran Chinese director Zhang Yimou’s martial arts epic Shadow was nominated in 12 categories.But the glamour was overshadowed by politics after 36-year-old Taiwanese director Fu Yue, winner of the “Best Documentary” for Our Youth in Taiwan took to the stage.Her film featured two students who had taken part in Taiwan’s 2014 Sunflower Movement, when protesters occupied the island’s parliament opposing a trade deal with China amid fears of Beijing’s increasing influence on Taipei.“I really hope one day our country will be regarded as an independent entity,” she said as she accepted the award. “This is my biggest wish as a Taiwanese.”The mention of independence triggered upset among the mainland contingent.China-born Singapore-based actress Gong Li, who was the chief judge, refused to join Ang Lee on stage to present the award for best feature film.Raising the political temperature further, mainland actor Tu Men then referred to Taiwan as “Taiwan, China” angering many Taiwanese.This August, China’s state film regulator China Film Administration said mainland Chinese filmmakers would not be participating in this year’s awards.No specific reason was given.China Daily writer Zhang Zhouxiang blamed the organisers for allowing Fu to 'politicise' the event by talking about independence.""The deeds of certain pro-independence activists from Taiwan have ruined the reputation of their own festival,"" Zhang wrote.Last month, Italian luxury carmaker Maserati took to Weibo, China’s version of Twitter, to pull its support for the event.Maserati said its initial sponsorship was the work of its Taipei office, did not represent the company’s official position, and that it respected “China’s territorial integrity, history and culture”. It also pledged to uphold the “one-China principle.”Maserati did not respond to Al Jazeera’s requests for comment.Mainland media also reported luxury jeweller Bulgari and Chinese smartphone manufacturer OPPO also pulled their sponsorship.Golden Horse organisers did not respond to Al Jazeera’s questions on the issue.While there are no mainland films in the running this year, entries from other parts of the world where there are large Chinese-speaking communities, including Malaysia and Singapore, have increased.Malaysian-made The Garden of Evening Mists based on the 2012 Booker Prize-nominated novel of the same name is competing for “Best Narrative Feature”. So is Wet Season, a production from Singapore.In the “Best Documentary” category, Malaysian documentary The Tree Remembers, an exploration of racism, is aiming for the prize this year.Lee expects more Chinese-language films made in Southeast Asian countries – including films made in Cambodia and Myanmar which are China’s closest allies in the region – to participate in future Golden Horse Awards. He also expects Chinese-language filmmakers in Europe to enter their productions.Lee also noted the emergence of younger filmmakers.“A rather large proportion of films in the finalist [list] are made by emerging filmmakers from Taiwan, Hong Kong and Southeast Asian countries,” he told Al Jazeera.“These young filmmakers, mostly in their 20s and 30s, are the future of Chinese-language films,” he added.The Golden Horse Awards have become a major soft power event for Taiwan, and even with the withdrawal of the mainland’s film industry there is little competition for its crown as the industry’s most-prestigious event, analysts said.“For many years, the Golden Horse Awards have been known as the leading awards in the Chinese-speaking world, because they have always been the most prominent awards available to Chinese filmmakers from more than one polity,” Berry told Al Jazeera.“I don’t see a People’s Republic of China event with similar credibility yet, so it will be difficult for them to take over from Golden Horse,” he said.China started its own Communist Party-backed film ceremony, known as the Golden Rooster Awards, in 1981 while Hong Kong began the annual Hong Kong Film Awards a year later. China has scheduled this year's Golden Roosters for this weekend.Lee said while it was “a bit regrettable” that this year’s Golden Horse Awards would take place without the participation of quality films from China, the publicity the decision had generated could also have a positive impact.“If it takes the boycott by Communist China for the Awards to become more international, so be it,” he said.“The ban from the PRC government has actually promoted the Awards' status as a genuine film awards for all Chinese-language films.”
            SOURCE:
            Al Jazeera News
					© 2019 Al Jazeera Media Network
	 AdvertisementAdvertisementAdvertisement",Experts say China withdrawal from Golden Horse Awards has raised the annual event's international profile
Reuters,29-November-2019,https://www.reuters.com/article/us-taiwan-election-polls-idUSKBN1Y30RX,"Behind in polls, Taiwan president contender tells supporters to lie to pollsters","2 Min ReadTAIPEI (Reuters) - The main opposition contender for Taiwan’s Jan. 11 presidential election said on Friday people should lie to pollsters to trick the ruling party into thinking they were going to win. Han Kuo-yu, standing on the presidential ticket for the Kuomintang party which favors close ties with China, is running a double-digit deficit in opinion polls behind President Tsai Ing-wen of the Democratic Progressive Party (DPP).  Han told reporters late on Thursday there were “many really strange polls” and even “fake polls” and people should refuse to answer calls from pollsters. However, writing on his Facebook page on Friday, Han said people should simply tell pollsters they were supporting Tsai. “From now on if you get a opinion poll call keep saying ‘(I) only support Tsai Ing-wen,” he wrote. “Together we can make the DPP happy until Jan. 10, 2020!” Senior DPP legislator Lo Chih-cheng said Han’s suggestions to either tell pollsters they don’t know or that they support Tsai were “laughable and ignorant”, and that Han was only trying to make himself feel better. “The most real public opinion is on the streets, in the parks, temples and market. Unless Han Kuo-yu hides at home and doesn’t go out, how can he not hear or see the change in public opinion?,” Lo wrote on his Facebook page. Opinion polls for Taiwan elections are traditionally seen as being unreliable, due to the highly partisan nature of Taiwan’s media and politics, though most of the recent polls have Han behind Tsai. Reporting by Ben BlanchardAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",The main opposition contender for Taiwan's Jan. 11 presidential election said on Friday people should lie to pollsters to trick the ruling party into thinking they were going to win.
Upenn.edu,28-November-2019,https://languagelog.ldc.upenn.edu/nll/?p=45123,Loophole-ridden 'screenplay' concocted by anti-China forces," 
			November 28, 2019 @ 2:47 pm 
· Filed by Victor Mair under Language and politics, Lost in translation
« previous post | next post » [This is a guest post by Jichang Lulu]This statement, attributed to the new Taiwan Affairs Office spokeswoman of the PRC, reinforced my impression that Relevant Organs (including exoprop media like the Gobar Times (Huánqiú shǐbào 环球屎报 [Global Shit News], a pun for Huánqiú shíbào 环球时报 [Global Times], for which see ""Dung Times"" [3/14/18])) often start generating unusually quaint English when they go into full patriot mode.> This is a totally absurd, loophole-ridden 'screenplay' concocted by anti-China forces…It's all about a self-proclaimed PRC spy named Wang Liqiang who defected to Australia earlier this month, bringing with him a ton of secrets about Chinese operations against Hong Kong and Taiwan.  The PRC meanwhile is irate (naturally!) and has declared that he is a fraud.A possible explanation for such explosions of peculiar English in the official PRC media is that, when matters are sensitive enough, politically reliable higher-ups override or by-pass translators and editors.The text is in many places, here via Reuters in the Sydney Morning Herald.> ""Actually the facts are clear for this 'fraud who became a spy'. This is a totally absurd, loophole-ridden 'screenplay' concocted by anti-China forces,"" Zhu Fenglian, spokeswoman for China's Taiwan Affairs Office, told a news briefing on Wednesday.> ""The DPP authorities and the fraudster have bandied together, wantonly carrying out political manipulation,"" Ms Zhu said.> ""Their intention is to create the illusion of the mainland getting involved in the Taiwan regional elections and obtain improper election benefit for themselves"".I found the 'bandied together' passage particularly felicitous.Original Chinese phrasing via Xinhua.For some quaintness via Xinhua's DPRK analogue:""Headlessness in North Korean propaganda"" (10/30/17)""Of dotards and DOLtards"" (10/4/17) 
			November 28, 2019 @ 2:47 pm 
· Filed by Victor Mair under Language and politics, Lost in translation

Permalink

			November 28, 2019 
			@ 3:04 pm
""Unusually quaint""? UK politicians talk like that all the time.
			November 29, 2019 
			@ 2:41 pm
Apart from the obvious and understandable mistake of using ""bandied"" for ""banded"", this mostly reads as alarmingly close to my own natural written prose style, I being a 63-y-o Brit. I suppose some may consider me quaint.
			November 29, 2019 
			@ 8:58 pm
A revolution is not a dinner party, or writing a 'screenplay.'
			December 1, 2019 
			@ 1:36 pm
Perhaps we are not understanding 'quaint' in the sense the poster intended?Besides the odd use of 'screenplay' and the 'bandied' for 'banded' mistake, neither of which are issues of style or register, it actually does not sound strange, especially coming from a government.k_over_hbarc at yahoo.com
RSS feed for comments on this post 

Name (required)


E-mail (required, never displayed)


URI








Powered By WordPress
","[This is a guest post by Jichang Lulu] This statement, attributed to the new Taiwan Affairs Office spokeswoman of the PRC, reinforced my impression that Relevant Organs (including exoprop media like the Gobar Times (Huánqiú shǐbào 环球屎报 [Global Shit News], a p…"
Yahoo.com,23-November-2019,https://news.yahoo.com/defector-claims-rare-glimpse-life-chinese-spy-091827506.html,Defector claims rare glimpse into life as Chinese spy...,"Black ops, abductions and betrayal -- a man identified as a Chinese operative who defected to Australia has provided an unverified but chilling glimpse into the life of an apparent spy who came in from the cold.In interviews with Australian media, Wang ""William"" Liqiang described how he gave Canberra a trove of intelligence on Beijing's espionage and political interference activities in Hong Kong, Taiwan, and Australia -- operations that Wang says he was personally involved in.The young man seemed an unlikely recruit -- hailing from a middle-class family in the southeastern Fujian province, he studied oil painting at university.But he told Australian news outlets The Age, Sydney Morning Herald, and the TV programme 60 Minutes of his almost accidental slide into the vortex of covert ops, which he initially embraced as a patriotic duty before fear and revulsion compelled him to betray his country.""To be honest, for a Chinese this was attractive. It paid well and I also felt that I was doing things for the country,"" he was quoted saying.""At the time the word 'spy' didn't cross our minds. We just thought those things were the tasks we needed to do for the country.""Beginning work in 2014 with a listed Hong Kong company that he says was a front for Chinese military intelligence, Wang said those tasks involved organising the infiltration of universities and media to counter the city's pro-democracy movement, including through physical or cyber-attacks against dissidents.Wang told Australian media he personally helped organise the October 2015 kidnapping of Lee Bo, owner of a Hong Kong bookshop that Beijing said distributed dissident materials.Four other bookshop employees were also spirited away to the mainland that year.- 'I will be dead' -But Wang told Australian media the final straw was an order to deploy this year -- under a fake South Korea passport -- to Taiwan for covert interference in their 2020 elections, with the aim of toppling President Tsai Ing-wen, whom Beijing despises for her anti-China views.Wang related staring at the faked passport and feeling as though he stood on a personal precipice, at the bottom of which he saw ""a person without (a) real identity"".Disgusted by China's ruthless methods, Wang said he turned his back on his homeland, defecting to Australia where his wife was studying and living with their toddler son.But the personal price will be heavy.Wang claims his and his wife's families are loyal Communist Party members -- his father was a regional party official -- and could now face retaliation.""Once I was found out, then my safety would be at stake. What would my family, my young son do? Who could protect me?"" he said.""I know very well that China's Communist Party can never be trusted. Once I go back, I will be dead.""The first official reaction came late Saturday from Shanghai police, who issued a statement describing Wang as a 26-year-old ""unemployed"" fugitive who defrauded a business partner of 4.6 million yuan ($653,000). Australian media said he was 27 years old.Wang was given a suspended 15-month prison sentence in 2016, police said. He was also accused of forging his Chinese passport and Hong Kong residency document.China's Foreign Ministry did not immediately respond to a request for comment.Wang claimed he arrived in Australia in April, spending months moving from house to house, frequently changing his routine and always looking over his shoulder.The Sydney Morning Herald said Wang was eventually contacted by the Australian Security Intelligence Organisation (ASIO).Wang said he gave ASIO a sworn statement in October saying: ""I have personally been involved and participated in a series of espionage activities"".The Herald said that, for now, Wang remained in limbo, awaiting a determination on his request for political asylum.Wang said he hopes his revelations can help energise the fight for human rights and democracy in Hong Kong and Taiwan.""China's view of life and the world simply cannot create outstanding talents because it is totalitarianism, it is dictatorship,"" Wang was quoted saying.""I hope that my child and my family can... do something for human beings. I feel that in Australia this can be achieved.""But he adds: ""I really have no idea what this will bring to the rest of my life.""","Black ops, abductions and betrayal -- the Chinese operative who defected to Australia has provided an unverified but chilling glimpse into the life of an app..."
Yahoo.com,22-November-2019,https://news.yahoo.com/us-concerned-china-seeking-sway-taiwan-polls-130657679.html,US 'concerned' China is seeking to sway Taiwan polls,"Taipei (AFP) - The de facto US ambassador to Taiwan on Friday expressed concern that Beijing was attempting to influence the island's coming elections, days after China sent its first domestically built aircraft carrier through the Taiwan Strait.Beijing confirmed earlier this week that the carrier traversed the strait separating China from self-ruled Taiwan, saying it was ""routine"" training.""We of course regard any of these threatening actions with concern,"" said Brent Christensen, the director of the American Institute in Taiwan (AIT), when asked to comment on the sail-by.AIT serves as the de facto American embassy in Taiwan.The United States switched diplomatic recognition from Taiwan to China in 1979, but has remained an important ally -- and arms supplier -- to Taipei.""As to the elections, of course we are aware that China is attempting to apply pressure through various means on Taiwan. Certainly these attempts to influence Taiwan's democratic process are our concerns,"" he added.China's sail-by comes as Taiwan gears up for presidential elections in January, with Beijing-sceptic President Tsai Ing-wen seeking a second term against a challenger who favours warmer ties with China.Christensen said Washington views any efforts to determine Taiwan's future by other than peaceful means as ""a threat to peace and security in the Western Pacific"".Foreign minister Joseph Wu tweeted on Sunday that China ""intends to intervene"" in Taiwan's elections"", adding: ""Voters won't be intimidated""!Taiwan's defence ministry said it had dispatched ships and planes to track and closely monitor the carrier's movements, and that US and Japanese vessels trailed it in the narrow waterway separating the island from mainland China.Beijing has stepped up military and diplomatic pressure on Taiwan since Tsai came to power in 2016, as her government refuses to acknowledge that the self-ruled, democratic island is part of ""one China"".Tsai -- who has voiced support for Hong Kong's pro-democracy movement -- has described the elections as a fight for Taiwan's freedom and democracy.China still sees Taiwan as part of its territory awaiting reunification, by force if necessary.","The de facto US ambassador to Taiwan on Friday expressed concern that Beijing was attempting to influence the island's coming elections, days after China sent its first domestically built aircraft carrier through the Taiwan Strait. Beijing confirmed earlier t…"
Yahoo.com,22-November-2019,https://news.yahoo.com/1-u-says-concerned-chinas-041145123.html,UPDATE 2-U.S. says it is concerned by China's attempts to influence Taiwan election,"* De facto U.S. ambassador expresses concern about China pressure* Taiwan holds election for president, legislature in January* U.S. is self-ruled Taiwan's most important backer* Taiwan says China's military threat is growing (Adds Taiwan foreign minister comments on China military preparations, paragraphs 10-11)By Ben BlanchardTAIPEI, Nov 22 (Reuters) - The United States is concerned about China's attempts to influence Taiwan's presidential and parliamentary elections, the top U.S. official in Taiwan said on Friday, as China stepped up pressure on the self-ruled island ahead of the vote in January.The comment came days after Taiwan denounced China for trying to interfere in its democratic process ahead of the Jan. 11 polls, including sailing an aircraft carrier group through the Taiwan Strait on Sunday.""We are aware that China is attempting to apply pressure through various means on Taiwan. Certainly, these attempts to influence Taiwan's democratic process are of concern,"" said Brent Christensen, the de facto U.S. ambassador to Taiwan.""We believe that malign actors are using disinformation campaigns to make people lose faith in democratic institutions,"" he told reporters in Taipei.Beijing has in recent months stepped up efforts to ""reunify"" what it considers a wayward province, flying regular bomber patrols around it and seeking to isolate it diplomatically.The United States, like most countries, has no diplomatic relations with Taiwan, but is bound by law to help provide the island with the means to defend itself. It is democratic Taiwan's strongest backer on the international stage.Christensen said any effort to determine the future of Taiwan by other than peaceful means, including boycotts or embargoes, was of ""grave concern"" to the United States.Taiwan and the United States have very close ties, he added, noting this year's $10 billion in U.S. arms sales to the island.""We have, I believe, a strong relationship in security matters that we anticipate will only grow stronger.""Speaking later in the day, Taiwan Foreign Minister Joseph Wu said China's military threat was growing.""China's military preparation against Taiwan has not been slowing down. In fact, it's been intensifying,"" he told reporters.President Tsai Ing-wen of the pro-independence Democratic Progressive Party is leading in the polls, ahead of her main rival, Han Kuo-yu of the China-friendly Kuomintang party.Tsai's government has repeatedly warned of Beijing's campaign to influence the vote, including snatching more of Taiwan's few remaining diplomatic allies and a ""warfare"" of disinformation to mislead voters.Chinese President Xi Jinping said in January that China reserved the right to use force to bring Taiwan under its control but would strive to achieve peaceful ""reunification"".Beijing suspects Tsai of pushing for the island's formal independence, which Xi has warned would lead to a ""grave disaster"".China described the carrier sailing as routine and not aimed at anyone in particular, dismissing Taiwan's complaints.Taiwan has lost seven diplomatic allies to China since Tsai took office in 2016, leaving 15 nations that recognise the island.China has sent about 2,000 bomber patrols a year to the narrow Taiwan Strait separating the two sides, the island's defence minister, Yen Teh-fa, told parliament last week. (Reporting by Ben Blanchard; additional reporting by Yimou Lee; Editing by Gerry Doyle and Simon Cameron-Moore)","The United States is concerned about China's attempts to influence Taiwan's presidential election, the top U.S. official in Taiwan said on Friday, as China stepped up pressure on the self-ruled island ahead of the vote in January. The comment came days after …"
